feature,importance
action_class_22_scaled,0.05520021211782815
action_class_04,0.05394031348373879
action_class_08,0.052002163239910665
action_class_05,0.04835590828000414
action_class_39,0.04811239508068763
action_class_10,0.04575858680941526
action_class_05_scaled,0.04396993715556827
action_class_09_scaled,0.043708404753033205
action_class_10_scaled,0.04367392503241069
action_class_39_scaled,0.042237915847900494
action_class_09,0.04221381923405843
action_class_04_scaled,0.04024142939202129
action_class_08_scaled,0.03989001939237103
action_class_12,0.03649995582520808
action_class_22,0.03613869006854278
action_class_11,0.03211440144083314
action_class_23,0.0317309057990466
action_class_50,0.03136970089629188
action_class_12_scaled,0.031022133303403775
action_class_50_scaled,0.02723144749829711
action_class_06,0.026756184991837843
action_class_23_scaled,0.02580265339439449
action_class_21_scaled,0.02504097358086162
action_class_11_scaled,0.022973974418595496
action_class_21,0.021419892721493323
action_class_06_scaled,0.01893445667046926
action_class_07,0.00788688457610804
action_class_49_scaled,0.0059552523705524415
action_class_49,0.005235729180888893
action_class_07_scaled,0.005022078486431818
action_class_48,0.002431148625410435
action_class_24_scaled,0.002132679381789376
action_class_00,0.0012335584058771733
action_class_13_scaled,0.0012299456912041886
action_class_24,0.000873955731850361
action_class_48_scaled,0.000815125923050913
action_class_25,0.0006229843994635665
action_class_13,0.00022025679914932706
action_class_03,0.0
action_class_02,0.0
action_class_38,0.0
action_class_37,0.0
action_class_36,0.0
action_class_35,0.0
action_class_33,0.0
action_class_34,0.0
action_class_32,0.0
action_class_31,0.0
action_class_27,0.0
action_class_30,0.0
action_class_29,0.0
action_class_28,0.0
action_class_26,0.0
action_class_18,0.0
action_class_17,0.0
action_class_20,0.0
action_class_16,0.0
action_class_15,0.0
action_class_14,0.0
action_class_19,0.0
action_class_01,0.0
action_class_45,0.0
action_class_46,0.0
action_class_47,0.0
action_class_03_scaled,0.0
action_class_02_scaled,0.0
action_class_01_scaled,0.0
action_class_00_scaled,0.0
action_class_51,0.0
action_class_41,0.0
action_class_44,0.0
action_class_40,0.0
action_class_19_scaled,0.0
action_class_18_scaled,0.0
action_class_17_scaled,0.0
action_class_16_scaled,0.0
action_class_15_scaled,0.0
action_class_14_scaled,0.0
action_class_42,0.0
action_class_43,0.0
action_class_28_scaled,0.0
action_class_29_scaled,0.0
action_class_30_scaled,0.0
action_class_31_scaled,0.0
action_class_20_scaled,0.0
action_class_25_scaled,0.0
action_class_26_scaled,0.0
action_class_27_scaled,0.0
action_class_35_scaled,0.0
action_class_34_scaled,0.0
action_class_33_scaled,0.0
action_class_32_scaled,0.0
action_class_40_scaled,0.0
action_class_36_scaled,0.0
action_class_37_scaled,0.0
action_class_38_scaled,0.0
action_class_43_scaled,0.0
action_class_42_scaled,0.0
action_class_41_scaled,0.0
action_class_44_scaled,0.0
action_class_47_scaled,0.0
action_class_46_scaled,0.0
action_class_45_scaled,0.0
action_class_51_scaled,0.0
