video_name,action_class_00,action_class_01,action_class_02,action_class_03,action_class_04,action_class_05,action_class_06,action_class_07,action_class_08,action_class_09,action_class_10,action_class_11,action_class_12,action_class_13,action_class_14,action_class_15,action_class_16,action_class_17,action_class_18,action_class_19,action_class_20,action_class_21,action_class_22,action_class_23,action_class_24,action_class_25,action_class_26,action_class_27,action_class_28,action_class_29,action_class_30,action_class_31,action_class_32,action_class_33,action_class_34,action_class_35,action_class_36,action_class_37,action_class_38,action_class_39,action_class_40,action_class_41,action_class_42,action_class_43,action_class_44,action_class_45,action_class_46,action_class_47,action_class_48,action_class_49,action_class_50,action_class_51
074_t1_20230704,0.0,0.0,0.0,0.0,0.001763668430335097,0.01763668430335097,0.0,0.0,0.06878306878306878,0.05467372134038801,0.13580246913580246,0.003527336860670194,0.0,0.001763668430335097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3509700176366843,0.003527336860670194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34391534391534395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01763668430335097,0.0
077_t1_20230414,0.0,0.0,0.0,0.0,0.00351493848857645,0.0281195079086116,0.008787346221441126,0.0,0.07205623901581722,0.03163444639718805,0.5079086115992971,0.0,0.0070298769771529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08260105448154657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22671353251318102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03163444639718805,0.0
093_t1_OBS_2023-03-09,0.0,0.0,0.0,0.0,0.0,0.29432013769363163,0.0,0.037865748709122196,0.032702237521514625,0.10671256454388983,0.1686746987951807,0.0,0.020654044750430287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001721170395869191,0.01721170395869191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3201376936316695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
094_t1_20230214,0.0,0.0,0.0,0.0,0.0,0.2055428400835904,0.0,0.03224201413075928,0.2821176236441437,0.19345208478455567,0.01209075529903473,0.0,0.00403025176634491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02015125883172455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2539058612797293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
096_t1_20230505_1,0.0,0.0,0.0,0.0,0.0,0.05322415557830092,0.0,0.0,0.10337768679631525,0.00511770726714432,0.3408393039918116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27226202661207777,0.0010235414534288639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22006141248720573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010235414534288639,0.0030706243602865915,0.0
096_t1_20230512_2,0.0,0.0,0.0,0.0,0.0,0.018473895582329317,0.0,0.0,0.1437751004016064,0.04578313253012048,0.35983935742971884,0.0,0.004016064257028112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1493975903614458,0.0024096385542168672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26345381526104417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012851405622489959,0.0
1006_t1_20241107,0.0,0.0,0.0,0.0,0.003679866737336261,0.06255773453471644,0.018399333686681306,0.0,0.03679866737336261,0.0,0.7286136139925797,0.0,0.011039600212008782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003679866737336261,0.06623760127205269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06623760127205269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003679866737336261,0.0
100_t1_20230323,0.0,0.0,0.0,0.0,0.005914819299836308,0.02070186754942708,0.001478704824959077,0.0,0.16265753074549846,0.01035093377471354,0.555993014184613,0.001478704824959077,0.001478704824959077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001478704824959077,0.11829638599672616,0.0,0.001478704824959077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053233373698526765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001478704824959077,0.06506301229819939,0.0
1014_t1_20241119,0.0,0.0,0.0,0.0,0.0033557046979865767,0.036912751677852344,0.016778523489932886,0.0,0.06711409395973154,0.026845637583892613,0.5536912751677852,0.0,0.0033557046979865767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1711409395973154,0.026845637583892613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08724832214765099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006711409395973153,0.0
1016_t1_20241205,0.0,0.0,0.0,0.0,0.006230529595015576,0.006230529595015576,0.0,0.0,0.009345794392523364,0.12149532710280374,0.4205607476635514,0.003115264797507788,0.006230529595015576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09034267912772585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3364485981308411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017_t1_20241202,0.0,0.0,0.0,0.0,0.0,0.013490725126475547,0.0,0.0,0.0,0.050590219224283306,0.47217537942664417,0.003372681281618887,0.008431703204047217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32546374367622255,0.03709949409780775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08937605396290049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
